university name,YEAR_entry,yearSurvey ,City-ORIGIN,gEnder,Program level,FiEld,livingArrangement,part-time_job,ScholarShip,AGE ,gpa,SleepHours,Study hour(s),screenTime,exercise_hours,stressLevel
Technical University of Munich,,2021.0,Munich,Female,BSc,STEM,Dorm,Yes,No,19.4,3.35,7.3,"""4.2""",6.8,3.9,High
Technical University of Munich,2021.0,2022.0,Düsseldorf,Male,MSc,STEM,Family Home, No,No,28.4,2.63,7.4,"""4.7""",6.4,2.7,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Male,BSc,STEM,Shared Apartment,No,No,18.8,2.99,5.3,"""4.1""",6.6,5.2,Moderate
Technical University of Munich,2022.0,2022.0,Nuremberg,Female,BSc,STEM,Shared Apartment,No,No,20.9,2.26,5.6,"""4.8""",9.5,0.7,High
 Technical University of Munich,,2021.0,Berlin,Male,BSc,STEM,Alone,No,,20.3,2.59,5.5,"""6.7""",7.7,1.0,High
Technical  University  Of  Munich,2021.0,2022.0,Cologne,Female,MSc,Business,Family Home,No, No,24.0,3.24,7.2,"""2.4""",4.8,5.9,Low
T3chnical Univ3rsity of Munich,2022.0,2022.0,Bremen,Female,BSc,STEM,Dorm,No,No,20.7,2.44,6.3,"""3.5""",3.9,3.7,High
Technical University of Munich,2019.0,,Munich,Male,MSc,STEM,Shared Apartment,No,No,26.8,2.27,7.7,"""4.8""",4.8,2.2,High
Technical University of Munich,2019.0,2021.0,Dresden,Male,MSc,Humanities,Family Home,No,No,25.1,3.58,7.4,"""6.5""",5.1,2.8,High
technical  university  of  munich,2019.0,2019.0,Cologne,Female,MSc,STEM,Shared Apartment,Yes,Yes,22.1,2.84,6.9,"""5.1""",6.0,0.8,High
Technical University of Munich,2021.0,2022.0,Nuremberg,Female,PhD,SocialSci,Alone,No,No,31.2,2.38,6.8,"""3.8""",4.0,3.0,Moderate
Technical University of Munich,2021.0,2021.0,Bremen,Female,MSc,Health,Shared Apartment,Yes,No,23.8,2.7,6.1,"""2.5""",7.8,2.4,High
TECHNICAL UNIVERSITY OF MUNICH,2022.0,2022.0,Munich,Male,MSc,Business,Dorm,No,No,23.4,3.14,7.0,"""3.8""",3.2,2.8,Moderate
Technical University of Munich,2021.0,2022.0,Dresden,Female,MSc,STEM,Dorm,Yes,No,18.2,2.53,7.4,"""6.6""",2.8,0.3,High
Technical University of Munich,2020.0,2020.0,Munich,Male,MSc,STEM,Family Home,Yes,No,25.8,2.45,5.8,"""5.1""",5.4,2.7,High
Technical University of Munich,2022.0,2022.0,Stuttgart,Non-binary,MSc,Business,,Yes,Yes,24.6,2.83,7.3,"""4.6""",3.8,1.2,High
Technical University of Munich,2022.0,2022.0,Düsseldorf,Female,PhD,BUSINESS,Dorm,No,Y3s,25.4,3.09,6.4,"""5.5""",3.4,1.2,High
Technical University of Munich,2020.0,2021.0,Dresden,Male,BSc,STEM, Dorm,No,No,21.5,2.84,6.3,"""5.6""",5.1,4.8,High
Technical University of Munich,2020.0,2020.0,Berlin,Male,MSc,Business,Family Home,No,No,23.1,3.55,7.4,"""3.7""",4.4,6.4,Low
Technical University of Munich,2020.0,2020.0,Hamburg,Male,BSc,Business,Dorm,No,Yes,19.1,3.49,7.1,"""2.7""",6.1,5.9,Low
Technical University of Munich,,2022.0,Leipzig,Female,MSc,STEM,Dorm,No,No,25.4,3.02,7.4,"""3.4""",4.4,3.8,
Technical University 0f Munich,2019.0,2021.0,Stuttgart,Female,BSc,SocialSci,Alone,No,No,20.0,2.79,7.5,"""2.8""",4.9,2.2,Moderate
Technical University of Munich,2022.0,2022.0,Frankfurt,Female,MSc,STEM,Family Home,No,Yes  ,23.9,3.18,7.8,"""4.5""",4.9,2.8,  Moderate
Technical University of Munich,2021.0,2021.0,Berlin,Male,MSc,STEM,Alone,No,No,26.5,2.89,7.1,"""4.5""",7.4,3.2,High
Technical University of Munich,2020.0,2022.0,Munich,Male,PhD,Humanities,Shared Apartment,No,No,27.6,2.85,5.7,"""5.4""",7.6,2.0,High
Technical University of Munich,2022.0,2022.0,Bremen,Female,BSc,STEM,Dorm ,No,No#,25.3,2.81,5.3,"""4.9""",5.6,4.9,High
Technical University of Munich,2021.0,2021.0,Berlin,Female,MSc,SocialSci ,Alone,Yes,No,24.8,2.66,5.9,"""5.5""",6.2,0.0,
Technical University of Munich,2022.0,2022.0,Cologne,Male,MSc,STEM,Dorm,No,No,21.4,2.84,6.3,"""6.6""",5.1,2.3,High
Technical University of Munich,2022.0,2022.0,Hannover,Female,PhD,STEM,Dorm,Yes,No,33.4,2.74,5.7,"""6.4""",6.2,3.5,high
Technical University of Munich,2021.0,2021.0,Berlin,Female,MSc,Health ,Alone,No,No,21.0,2.78,6.7,"""6.1""",6.4,1.2,H1gh
Technical University of Munich,2020.0,2020.0,Leipzig,Male,BSc#,STEM,Shared Apartment,Yes,No,21.3,2.93,5.6,"""6.6""",8.0,1.7,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,STEM,Alone,Yes,No,21.1,2.79,8.2,"""6.3""",2.1,2.9,Moderate
Technical University of Munich,2022.0,2022.0,Bremen,Female,BSc,Health,Dorm,No,yes,21.0,3.32,8.3,"""3.7""",5.0,5.2,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,Female,PhD,SocialSci,Alone,Yes,No,34.5,3.0,4.7,"""5.9""",5.6,0.0,High
Technical University of Munich,2019.0,2020.0,Bremen ,Female,BSc,SocialSci,Shared Apartment,No,Yes,21.4,2.57,5.9,"""4.3""",5.9,0.5,High
Technical University of Munich,2022.0,2022.0,Hamburg,Male,MSc,STEM,Shared Apartment,No,No,25.8,2.89,6.2,"""5.6""",3.7,1.2,High
Technical University of Munich,2021.0,2021.0,Frankfurt,Male,MSc,STEM,Alone,Yes,No#,29.6,2.89,6.8,"""6.7""",3.7,0.0,High
Technical University of Munich,2019.0,2020.0,Dresden,Male,BSc,SocialSci,Shared  Apartment#,No,No,21.3,2.42,6.6,"""4.9""",7.2,0.4,High
Technical University of Munich,2021.0,2021.0,Hamburg,Female,BSc,STEM,Shared Apartment,No,No,22.3,2.61,5.8,"""6.7""",4.7,1.1,High
Technical University of Munich,2021.0,2021.0,Hamburg,MALE,BSc,STEM,Shared Apartment,No,No,19.2,2.82,6.1,"""5.0""",3.1,4.7,Moderate
Technical University of Munich,2019.0,2020.0,Berlin,FEMALE,MSc,SocialSci,Family Home,No,Yes,24.4,2.91,7.0,"""4.7""",7.0,2.4,High
Technical University of Munich,2021.0,2022.0,Nuremberg,Male,BSc,STEM,Alone,No,Yes,22.5,2.58,5.4,"""5.5""",5.8,2.7,High
Technical University of Munich ,2022.0,2022.0,Leipzig,Female,BSc,STEM,Shared Apartment,No,Yes,23.5,3.38,8.3,"""5.2""",5.0,1.2,Moderate
Technical University 0f Munich,2020.0,2022.0,Düsseldorf,Male,MSc,STEM,Dorm,No,No,26.6,2.82,6.7,"""3.7""",3.9,3.8,Moderate
Technical University of Munich,2021.0,2021.0,Leipzig,Female,BSc,Business,Dorm,NO,No,19.9,2.89,7.8,"""4.9""",5.9,5.8,High
Technical University of Munich,2021.0,2021.0,Frankfurt,Female,MSc#,SOCIALSCI,Alone,No,No,20.8,2.65,5.7,"""3.1""",7.7,1.2,High
Technical University of Munich#,2020.0,2022.0,Frankfurt,Male,BSc,Humanities,Alone,No,No,21.0,3.39,8.1,"""2.8""",2.5,5.4,Low
Technical University of Munich,2022.0,2022.0,Cologne,Female,  BSc,STEM,Alone,Yes,Yes,24.1,2.68,6.7,"""6.2""",2.6,2.6,High
Technical University of Munich,2022.0,2022.0,Düsseldorf,Female,BSc,STEM,Dorm,No,Yes,21.2,3.01,7.5,"""5.7""",4.4,2.8,
Technical University of Munich,2019.0,2021.0,Hamburg,Male,BSc,Business  ,Shared Apartment,No,No,21.2,2.8,6.4,"""3.8""",5.9,3.3,High
Technical University of Munich,2022.0,2022.0,Bremen,Male,BSc,STEM,Family Home,Yes,  Yes,20.3,3.43,9.4,"""3.9""",4.1,2.9,Low
Technical University of Munich,2022.0,2022.0,Dresden#,Female,MSc,Business,Family Home,Yes,Yes,23.4,2.88,4.9,"""7.3""",5.9,5.3,High
Technical University of Munich,2020.0,2022.0,Munich,Male,BSc,Health,Dorm,No,No,23.2,2.79,6.9,"""4.6""",7.1,3.6,High
Technical University of Munich,2022.0,2022.0,Stuttgart,Male,BSc,Business,Shared Apartment,No,Yes,18.9,2.88,6.7,"""2.3""",5.6,3.6,Mod3rat3
Technical University of Munich,2019.0,2022.0,Berlin,Male,BSc,STEM,,Yes,No,20.2,2.38,5.9,"""5.2""",6.3,1.5,High
Technical University of Munich,2022.0,2022.0,Nuremberg,Male,BSc,,Shared Apartment,Yes  ,No,22.4,3.22,8.7,"""4.6""",5.6,,Moderate
Technical University of Munich,2021.0,2022.0,Hannover,MALE,PhD,STEM,Dorm,No,No,30.2,3.15,9.0,"""2.5""",5.4,1.3,Moderate
Technical University of Munich,2021.0,2022.0,Hannover,Male,BSc,Health,Dorm,No,No,19.9,2.72,5.8,"""2.3""",3.3,3.0,Moderate
Technical University of Munich,2019.0,2020.0,Munich,Male,PhD,Business,Dorm,No,No,27.5,3.42,7.5,"""3.8""",4.5,7.4,Low
Technical University of Munich,2022.0,2022.0,Hamburg,Male,BSc,Business,Alone,No,Yes,22.8,3.29,7.4,"""4.1""",2.9,0.0,Moderate
Technical University of Munich,2019.0,2020.0,Hamburg,Female,BSc,HEALTH,Family  Home  ,Yes,No,20.0,2.97,6.9,"""2.6""",5.4,2.7,Moderate
Technical University of Munich,2020.0,2020.0,Berlin,Female,BSc,Business,Alone,Yes,No,21.2,2.63,8.1,"""2.2""",6.2,2.4,High
Technical University of Munich,2019.0,2019.0,Berlin,FEMALE,BSc,Business,Shared Apartment,No,No,18.6,3.16,8.5,"""3.3""",2.9,2.3,Low
Technical University of Munich,2022.0,2022.0,Berlin,Male,Msc,STEM,Shared Apartment,Yes,No,23.8,2.51,6.8,"""5.2""",5.3,1.8,
Technical University of Munich,2020.0,2022.0,Nuremberg, Female,BSc,SocialSci ,Shared Apartment,Yes, Yes,21.0,3.63,8.9,"""4.3""",3.8,2.2,Low
Technical University of Munich,2022.0,2022.0,BERLIN,Male,,Business,Shared Apartment,No,No,20.9,2.85,6.9,"""4.3""",3.5,2.3,Moderate
Technical University of Munich,2021.0,2022.0,Berlin,Male,MSc,STEM,Shared Apartment,Yes,Yes,25.8,2.67,6.1,"""4.7""",4.2,2.5,Moderate
Technical University of Munich,2019.0,2022.0,Dresden,Non-binary,MSc,SocialSci,Family Home,No,Yes,23.9,3.59,7.0,"""4.6""",3.1,2.1,Low
Technical University of Munich,2019.0,2019.0,Stuttgart,Female,PhD,SocialSci,Family Home,No,No,33.2,3.18,7.7,"""6.0""",5.9,6.1,Low
Technical University of Munich,2019.0,2020.0,Dresden,Male,Phd,STEM ,Alone,No,No,27.0,2.57,5.8,"""4.9""",5.5,2.2,High
Technical University of Munich,2021.0,2021.0,Düsseldorf,Male,MSc,STEM,Dorm,No,No,23.9,2.7,5.3,"""5.5""",7.4,3.7,HIGH
Technical University of Munich,2022.0,2022.0,Bremen,Female,MSc,Business,Shared Apartment,Yes,Yes,23.4,2.84,7.1,"""2.2""",4.5,1.0,High
Techn1cal Un1vers1ty of Mun1ch,2020.0,2022.0,DÜSSELDORF,Male,MSc,STEM,Dorm,No,Yes,26.5,2.45,6.8,"""5.2""",4.8,4.3,Moderate
Technical University of Munich,2022.0,2022.0,Frankfurt,Female,BSc,STEM,Dorm,No,No,21.6,2.82,6.2,"""5.5""",8.4,4.0,High
Technical University of Munich,2019.0,2020.0,,Male,MSc,Business,Shared Apartment,No,No,25.8,3.01,5.7,"""6.7""",3.3,3.4,High
Technical University of Munich,2022.0,2022.0,Cologne,Male,BSc,STEM,Shared Apartment,No,Yes,20.9,3.15,7.7,"""3.4""",7.3,1.1,Moderate
Technical University of Munich,2022.0,2022.0,Munich,Female,MSc,STEM,Shared Apartment,No,No,23.6,2.05,5.4,"""5.5""",7.8,1.5,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Female,PhD,SocialSci,Dorm,Yes,Yes,29.9,3.74,8.9,"""3.4""",6.6,4.9,Moderate
Technical University of Munich,2021.0,2021.0,Hamburg,Female,BSc,STEM,Alone,No,Yes,17.5,2.78,6.7,"""2.9""",5.3,1.4,Moderate
Technical University of Munich,2022.0,2022.0,Dresden,Female,MSc,Health,Alone,No,No,22.0,2.6,7.7,"""6.6""",7.4,3.6,High
Technical University of Munich,2019.0,2021.0,Munich,Male,PhD,Health,Shared Apartment,No,No,27.6,3.0,6.8,"""3.8""",5.4,1.2,Moderate
 Technical University of Munich,2020.0,2022.0,Berlin,Female,BSc,Business,Alone,No,No,18.7,3.3,7.5,"""6.5""",4.0,4.2,Moderate
Technical University of Munich,2019.0,2022.0,Hamburg,Female,BSc,Health,Dorm,Yes,No,20.6,2.49,,"""5.2""",4.8,1.1,High
Techn1cal Un1vers1ty of Mun1ch,2021.0,2021.0,Bremen,Male,PhD,Humanities,Family Home,No,Yes,31.9,3.17,7.7,"""2.2""",4.7,1.4,Low
Technical University of Munich,2022.0,2022.0,Munich,Male,PhD,stem,Alone,No#,Yes,26.5,3.28,7.6,"""4.3""",3.6,1.5,Moderate
TECHNICAL UNIVERSITY OF MUNICH,2021.0,2021.0,Düsseldorf,Male,BSc,SocialSci,Family Home,Yes,Yes,19.5,3.08,8.5,"""2.4""",7.4,1.4,Moderate
Technical University of Munich,2022.0,2022.0,Bremen,Male,BSc,STEM,Family Home,Yes,No,22.1,2.53,7.1,"""5.8""",3.7,2.9,High
TechnicalUniversityofMunich,2020.0,2020.0,Berlin,Female,MSc,SocialSci,Shared Apartment,Yes,No,25.5,3.05,7.1,"""7.2""",5.9,2.2,High
technical university of munich,2022.0,2022.0,Leipzig,Male,BSc,Business,Family Home,No,Yes,19.4,3.26,7.3,"""6.4""",2.6,1.1,Moderate
Technical University of Munich,2020.0,2020.0,Munich,Female,BSc,stem,Shared Apartment,No,No,19.3,2.77,6.3,"""5.9""",5.9,2.7,High
Technical University of Munich,2020.0,2021.0,Hamburg,Male,BSc,STEM,Dorm, Yes,No,20.9,2.61,6.5,"""4.9""",4.3,0.4,High
Technical University of Munich,2022.0,2022.0,Düsseldorf,Non-binary,BSc,Health,Dorm,No,No#,20.4,3.47,5.8,"""2.2""",3.5,3.8,Moderate
Technical University of Munich,2022.0,2022.0,Hannover,Male,BSc,STEM,Family Home,Yes,No,20.5,2.94,7.1,"""5.5""",,3.6,Moderate
Technical University of Munich,2021.0,2021.0,Munich,Male,MSc,STEM,Shared Apartment,No,Yes,24.2,3.14,8.3,"""1.6""",7.6,2.7,Moderate
Technical University of Munich,2019.0,2019.0,Stuttgart,Male,MSc,STEM,Shared Apartment,Yes,No,27.9,2.68,6.1,"""5.6""",5.9,2.5,High
Technical University of Munich,2021.0,2022.0,Munich,Female,msc,Business,Alone,No,Yes,23.4,3.23,8.3,"""2.5""",5.9,5.4,Low
Technical University of Munich,2019.0,2019.0,Stuttgart,MALE,BSc,Humanities,Shared Apartment ,No#,No,21.1,3.13,6.8,"""5.0""",5.0,2.4,High
,2022.0,2022.0,Düsseldorf,Male,BSc,SocialSci,Shared Apartment,No,No,20.3,2.51,7.2,"""3.1""",4.7,1.2,Moderate
Technical University of Munich,2022.0,2022.0,Stuttgart,Non-binary,BSc,Business,Shared Apartment,No,No,21.5,2.98,7.6,"""3.9""",6.5,3.6,Moderate
TechnicalUniversityofMunich,2020.0,2020.0,Düsseldorf,Male,BSc,STEM,Shared Apartment,Yes,Yes,22.3,2.61,7.3,"""4.6""",5.0,0.3,High
Technical University of Munich,2019.0,2019.0,Berlin,Female,BSc,STEM,Family Home,No,No,19.8,2.97,7.6,"""3.5""",6.2,2.6,M0derate
Technical University of Munich,2020.0,2020.0,Düsseldorf,Male,BSc,Business,,No,No,20.7,2.49,7.7,"""3.0""",7.9,1.7,High
Technical University of Munich,2022.0,2022.0,Düsseldorf,Female,BSc,Humanities,Shared Apartment,Yes,No,22.9,3.28,7.3,"""3.3""",3.9,1.0,Moderate
Technical University of Munich,2021.0,2021.0,Düsseld0rf,Female,BSc,SocialSci,Shared  Apartment,Yes,Yes,18.8,2.6,5.5,"""1.6""",4.8,1.7,High
Technical University of Munich,2022.0,2022.0,Berlin,Female,MSc,STEM,Shared Apartment,No,Yes,26.8,3.15,6.4,"""5.4""",4.3,4.1,Moderate
Technical University of Munich,2021.0,2022.0,Cologne,Male,MSc,Business,Family Home,Yes,No,26.6,2.9,6.0,"""3.4""",2.6,4.1,Moderate
Technical University of Munich,2021.0,2022.0,Cologne, Female,PhD,Business, Dorm,No,YES,31.0,3.1,6.4,"""7.4""",4.6,4.3,High
TECHNICAL UNIVERSITY OF MUNICH,2019.0,2019.0,Berlin,Female,MSc,Business,Family Home,Yes,No,24.0,3.05,7.2,"""4.4""",7.0,2.8,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,Business,Shared Apartment,No,No,24.7,3.19,7.8,"""2.1""",3.5,2.3,Moderate
T3chnical Univ3rsity of Munich,2020.0,2020.0,Cologne,Male,BSc#,SocialSci,Dorm,No,No,19.9,2.74,6.0,"""4.0""",8.2,0.0,High
Technical University of Munich,2021.0,2021.0,Leipzig,Male,BSc,Business,Shared Apartment,No,Yes,19.9,3.23,7.6,"""5.4""",5.2,3.3,Moderate
Technical University of Munich,2021.0,2022.0,Hamburg,Female,BSc,Health,Shared Apartment,No, No,20.1,2.29,5.1,"""2.3""",8.6,0.0,High
Technical University of Munich,2021.0,2022.0,Dresden,Female,BSc,Business,Shared Apartment,No,No,21.0,2.87,6.8,"""4.7""",4.1,0.0,High
Technical University of Munich,2022.0,2022.0,Stuttgart,Male,Bsc,STEM,Family Home,No,No,20.2,2.62,5.9,"""4.1""",4.7,2.6,High
Technical University of Munich,2019.0,2022.0,Leipzig,Female,bsc,STEM,Dorm,Yes,No,20.6,2.8,6.8,"""4.6""",3.9,2.6, High
Technical University of Munich,2021.0,2021.0,Frankfurt,,BSc,Business,Dorm,No,No,17.0,3.31,8.8,"""5.0""",5.0,2.1,Moderate
Technical University of Munich,2021.0,2021.0,Frankfurt,Female,MSc,Business,Shared Apartment,No,Yes,21.4,2.99,7.7,"""4.1""",8.0,5.2,Moderate
Technical University of Munich,2021.0,2021.0,Stuttgart,Male,MSc,Business,Shared Apartment,Yes,No,25.1,2.67,6.6,"""3.9""",6.7,2.8,High
Technical University of Munich,2019.0,2019.0,Hannover ,Female,MSc,SocialSci,Shared Apartment,Yes,No,23.2,2.42,6.2,"""4.8""",6.8,1.7,High
Technical University of Munich,2019.0,2019.0,Frankfurt,Male,MSc,STEM,Family Home#,Yes,No,24.9,2.94,6.6,"""3.7""",2.8,4.5,Moderate
Technical University of Munich,2020.0,2022.0,Frankfurt,Female,BSc,SocialSci,SharedApartment,no,No,20.5,3.12,7.7,"""1.6""",6.2,5.2,Moderate
Technical University of Munich,2020.0,2020.0,Stuttgart,Male,BSc,SocialSci,Dorm,No,No,22.3,3.44,7.9,"""5.6""",4.5,3.6,High
TechnicalUniversityofMunich,2021.0,2022.0,Leipzig,Non-binary,MSc,STEM,Shared Apartment,no,Yes,24.2,3.02,6.1,"""7.2""",3.1,1.5,High
Technical University of Munich,2021.0,2022.0,Berlin,Male,BSc,STEM,Dorm,No,No,22.2,2.36,4.9,"""3.5""",5.8,,High
  Technical  University  of  Munich,2021.0,2022.0,Frankfurt,Female,BSc,STEM,Shared Apartment,No,Yes,19.8,2.91,7.0,"""3.5""",5.6,0.4,Moderate
Technical University of Munich,2021.0,2021.0,Frankfurt,Female,BSc,STEM,Dorm,Yes,No,18.7,2.47,5.0,"""5.2""",6.2,2.1,High
Technical University of Munich,2021.0,2022.0,Hannover,Male,PhD,Humanities,Shared Apartment,No,Yes,25.3,3.04,7.7,"""3.6""",6.3,1.0,Moderate
Technical University of Munich,2020.0,2020.0,Frankfurt,Male,MSc ,Health,Family Home,Yes,No,28.5,2.56,6.5,"""2.8""",7.0,1.8,High
Technical University of Munich,2021.0,2021.0,Frankfurt, Female,BSc#,Business#,Shared Apartment,No,Yes#,21.1,2.42,4.6,"""4.0""",8.3,3.1,High
Technical University of Munich,2020.0,2021.0,Nuremberg,Female,MSc,STEM,Dorm,No,Yes,28.1,3.1,7.2,"""7.6""",4.2,0.0,High
Technical University of Munich,2019.0,2020.0,Frankfurt,Female,BSc,SocialSci,Dorm,No,No,19.5,2.65,7.6,"""2.2""",8.5,0.8,High
Technical University of Munich,2021.0,2022.0,Hamburg,,BSc,SocialSci,Shared Apartment,Yes,Yes,22.7,2.84,6.1,"""4.2""",8.2,1.3,High
Technical University of Munich ,2021.0,2022.0,hamburg,Male,BSc,STEM,Shared Apartment,No,No,19.6,2.7,8.7,"""5.9""",4.6,2.6,Moderate
Technical University of Munich,2020.0,2021.0, Berlin,Male,BSc,Humanities,Dorm#,No,No,21.2,3.16,7.1,"""4.8""",3.4,2.0,High
Technical University of Munich,2021.0,2021.0,Berlin ,Male,MSc,STEM,Alone,No,No,22.7,2.94,6.5,"""3.2""",3.6,2.2,High
Technical University of Munich,2021.0,2021.0,Cologne,Female,BSc,Stem,Shared Apartment,Yes,Yes,22.0,2.63,7.4,"""2.5""",5.2,1.0,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,Female,MSc,STEM,  Shared  Apartment,Yes,Yes,22.0,2.48,5.7,"""2.8""",8.4,0.0,High
Technical University of Munich,2021.0,2022.0,Leipzig,Female,BSc,STEM,Dorm,Yes,No,19.5,2.67,7.6,"""5.2""",5.4,1.3,High
Technical University of Munich,2021.0,2021.0,Berlin,Male,MSc,Humanities,Shared Apartment,Yes,Yes,24.4,2.82,6.4,"""5.0""",4.9,1.8,High
Technical University of Munich,2020.0,2021.0,Stuttgart,Female,MSc,Business,Dorm#,Yes#,No,23.6,2.87,6.9,"""3.3""",5.0,1.7,High
Technical University of Munich,2022.0,2022.0,Berlin,Female,MSc,STEM,Dorm,Y3s,No,23.2,2.63,5.3,"""5.1""",3.3,2.4,High
Technical University of Munich,2021.0,2022.0,Hannover,Female,BSc,Business,Shared Apartment,No,No,17.5,3.52,7.7,"""1.4""",6.6,3.4,Moderate
Technical University of Munich,2021.0,2022.0,Hamburg,Female ,PhD,STEM,Shared Apartment,No,N0,30.5,2.69,6.6,"""4.3""",5.1,3.8,Moderate
Technical University of Munich,2021.0,2022.0,Düsseldorf,Male,BSc,STEM,Alone,No,No,20.2,2.88,4.7,"""5.0""",8.5,1.6,High
Technical University of Munich,2020.0,2021.0,Munich,Female ,MSc,STEM,Alone,No,No,21.6,2.75,5.7,"""5.2""",6.8,0.1,High
Technical University of Munich,2021.0,2021.0,Düsseldorf, Female,MSc,SocialSci,Dorm,No,No,26.5,3.16,7.0,"""4.2""",7.4,4.8,Moderate
Technical University of Munich,2022.0,2022.0,Cologne ,Male,BSc,STEM,Dorm,No,No,20.0,2.72,6.6,"""3.0""",5.0,3.4,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,Female,BSc,SocialSci,Family Home,Yes,Yes,20.3,3.05,6.5,"""3.4""",3.2,0.8,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,STEM,Alone,Yes,N0,20.6,2.79,6.3,"""3.0""",3.7,2.4,High
Technical University of Munich,2021.0,2021.0,Hannover,Female,BSc,SocialSci,Alone,No,Yes,23.4,2.59,5.5,"""3.8""",3.6,4.3,
Technical University of Munich,2021.0,2021.0,Frankfurt,Male,BSc,Humanities,Dorm,Yes,No,20.9,2.65,6.6,"""3.0""",7.6,5.0,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,Female,BSc,STEM,Dorm,No,No,18.6,3.03,7.2,"""3.0""",4.8,3.2,Moderate
Technical University of Munich,2020.0,2020.0,Bremen,Male,BSc,STEM,Dorm,No,No,18.6,2.69,6.0,"""3.2""",7.6,4.5,Moderate
Technical University of Munich,2022.0,2022.0,Nuremberg,Male,BSc,Health,Family Home,No,Yes,21.1,2.88,6.7,"""4.2""",5.1,1.0,Moderate
Technical University of Munich,2021.0,2022.0,Hamburg,Mal3,MSc,Business,Shared Apartment,No,No,23.4,3.22,6.4,"""6.5""",4.7,2.6,Moderate
Technical University of Munich,2019.0,2019.0,Munich,Female,BSc,SocialSci,Shared Apartment,No,No,18.0,3.12,7.8,"""3.8""",3.3,2.2,Low
Technical University of Munich,2019.0,2021.0,Hamburg,Male,MSc,STEM,Shared Apartment,No,Yes,23.7,2.84,6.9,"""2.4""",6.4,3.2,Moderate
Technical University of Munich,2022.0,2022.0,Munich,Female,BSc,STEM,Dorm,No,Yes,22.0,3.24,8.6,"""5.0""",5.1,5.4,Low
Technical University of Munich,2019.0,2022.0,Stuttgart, Female,Bsc,Business,Shared Apartment,No,No,20.1,3.02,8.2,"""2.8""",6.6,3.1,High
Technical University of Munich,2020.0,2022.0,Nuremberg,Male,BSc,Humanities,Dorm,Yes,NO,21.3,2.6,8.1,"""2.6""",4.3,0.7,Moderate
Technical University of Munich,2020.0,2020.0,Nuremberg,Female,MSc,STEM,Shared Apartment,No,N0,23.8,2.7,7.4,"""4.3""",6.9,0.7,High#
Technical University of Munich,2020.0,2022.0,Frankfurt,Female,BSc  ,SocialSci,Family Home,No,No#,21.9,2.92,7.4,"""5.6""",7.5,5.5,Moderate
Technical University of Munich,2020.0,2020.0,Düsseldorf,Female,PhD,SocialSci,Shared Apartment,No,Yes,27.4,2.62,5.1,"""7.5""",6.3,3.5,High
Technical University of Munich,2022.0,2022.0,Bremen,Female,BSc,STEM,Dorm,No,No,17.0,3.12,7.4,,6.7,3.5,Moderate
Technical University of Munich,2019.0,2020.0,Hannover,Female,BSc,STEM,Family Home,No,No,20.4,2.98,7.8,"""3.3""",6.5,2.4,High
Technical University of Munich,2022.0,2022.0,Hamburg,Male,BSc,STEM,Shared Apartment,No,no,21.7,2.74,8.0,"""4.0""",8.2,3.1,Moderate
Technical University of Munich,2022.0,2022.0,Frankfurt,Male,MSc,Business,Dorm,Yes,No,25.8,2.81,5.6,"""5.0""",6.0,0.6,High
Technical University of Munich,2020.0,2020.0,Dresden,Female,Bsc,SocialSci,Dorm,No,Yes,20.9,3.06,7.0,"""3.4""",7.2,3.4,Moderate
TechnicalUniversityofMunich,2020.0,2020.0,Munich,Male,BSc,Business#,shared apartment,Yes,No,22.2,3.03,6.9,"""3.0""",5.8,0.2,High
Technical University of Munich,2021.0,2021.0,Cologne,Female,BSc,STEM,Dorm,No,No,20.9,2.9,8.1,"""4.6""",4.9,2.2,Moderate
Technical University of Munich,2019.0,2019.0,Nuremberg,Female,BSc,SocialSci,Dorm,No,No,23.5,2.27,5.6,"""5.3""",3.5,1.8,Moderate
Technical University of Munich,2020.0,2022.0,Nuremberg,Female,BSc,Business,Dorm,,No,22.8,2.68,5.4,"""6.4""",7.4,0.0,High
Technical University of Munich,2022.0,2022.0,Hannover#,Female,PhD,Business,Dorm,No,No,28.6,2.69,5.1,"""7.9""",3.8,2.2,High
Technical University of Munich,2022.0,2022.0,Dresden,Female,bsc,Business,Shared Apartment,No,No,20.4,2.81,6.9,"""2.7""",6.4,1.3,Moderate
Technical University of Munich,2022.0,2022.0,Munich#,Female,BSc,STEM,Shared Apartment,No,No,17.0,3.11,8.6,"""4.5""",5.9,2.4,Moderate
Technical University of Munich,2020.0,2020.0,Munich,Female,PhD,SocialSci,Dorm,No,Yes,31.0,2.32,5.8,"""4.0""",7.6,2.8,High
Technical University of Munich,2021.0,2021.0,Stuttgart,Male,,STEM,Shared Apartment,Yes,Yes,18.4,2.97,6.8,"""2.9""",5.1,4.9,Moderate
